"","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"21205","17366722",0.564942834545944,2.53398078704231,3.637122987882,0.0106359480181582,0.988394950822807,-2.42595585979838,17366722,"chr2","+","10467495","10467613","22","NR_035426.1 // Mir669e // Mus musculus microRNA 669e (Mir669e), microRNA. // --- // --- /// ENSMUST00000117003 // Mir669e // microRNA 669e [Source:MGI Symbol;Acc:MGI:3783383] // --- // ---","NR_035426.1 // blat // Mus musculus microRNA 669e (Mir669e), microRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000117003 // ensGene // microRNA 669e [Source:MGI Symbol;Acc:MGI:3783383] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"11173","17270848",0.536970240233,4.56465293222834,3.63691219049278,0.0106386509543678,0.988394950822807,-2.4261419037032,17270848,"chr11","-","106318592","106349390","10","NM_133199.2 // Scn4a // Mus musculus sodium channel, voltage-gated, type IV, alpha (Scn4a), mRNA. // --- // --- /// ENSMUST00000021056 // Scn4a // sodium channel, voltage-gated, type IV, alpha [Source:MGI Symbol;Acc:MGI:98250] // --- // ---","NM_133199.2 // blat // Mus musculus sodium channel, voltage-gated, type IV, alpha (Scn4a), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000021056 // ensGene // sodium channel, voltage-gated, type IV, alpha [Source:MGI Symbol;Acc:MGI:98250] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"36130","17514340",-1.5863794243095,4.4794196448371,-3.63502536889672,0.0106628784663999,0.988394950822807,-2.42780756024496,17514340,"chr9","+","3023547","3025218","11","ENSMUST00000099046 // Gm10718 // predicted gene 10718 [Source:MGI Symbol;Acc:MGI:3642028] // --- // ---","ENSMUST00000099046 // ensGene // predicted gene 10718 [Source:MGI Symbol;Acc:MGI:3642028] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"7380","17233014",-0.586214757229503,4.98396716759698,-3.63492520170524,0.0106641663561112,0.988394950822807,-2.42789600640472,17233014,"chr10","+","43479140","43515417","23","NM_199028.2 // Bend3 // Mus musculus BEN domain containing 3 (Bend3), mRNA. // --- // --- /// ENSMUST00000040147 // Bend3 // BEN domain containing 3 [Source:MGI Symbol;Acc:MGI:2677212] // --- // --- /// ENSMUST00000167488 // Bend3 // BEN domain containing 3 [Source:MGI Symbol;Acc:MGI:2677212] // --- // ---","NM_199028.2 // blat // Mus musculus BEN domain containing 3 (Bend3), mRNA. // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000040147 // ensGene // BEN domain containing 3 [Source:MGI Symbol;Acc:MGI:2677212] // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000167488 // ensGene // BEN domain containing 3 [Source:MGI Symbol;Acc:MGI:2677212] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"13658","17293006",0.808521319630222,5.28677866142119,3.63189096440853,0.0107032604096069,0.988394950822807,-2.43057615539098,17293006,"chr13","-","56288643","56296551","21","NM_019568.2 // Cxcl14 // Mus musculus chemokine (C-X-C motif) ligand 14 (Cxcl14), mRNA. // --- // --- /// ENSMUST00000021970 // Cxcl14 // chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514] // --- // --- /// ENSMUST00000168687 // Cxcl14 // chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514] // --- // ---","NM_019568.2 // blat // Mus musculus chemokine (C-X-C motif) ligand 14 (Cxcl14), mRNA. // chr13 // --- // --- // --- // --- // --- /// ENSMUST00000021970 // ensGene // chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514] // chr13 // --- // --- // --- // --- // --- /// ENSMUST00000168687 // ensGene // chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514] // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"40282","17548591",1.01841956289368,7.01248740173823,3.62845122659056,0.0107477708400259,0.988394950822807,-2.43361673635547,17548591,"chr7","+","130343508","130344178","21","XR_106175.1 // Gm20333 // PREDICTED: Mus musculus predicted gene, 20333 (Gm20333), miscRNA. // --- // --- /// XR_142300.1 // Gm20333 // PREDICTED: Mus musculus predicted gene, 20333 (Gm20333), miscRNA. // --- // ---","XR_106175.1 // blat // PREDICTED: Mus musculus predicted gene, 20333 (Gm20333), miscRNA. // chr7 // --- // --- // --- // --- // --- /// XR_142300.1 // blat // PREDICTED: Mus musculus predicted gene, 20333 (Gm20333), miscRNA. // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"12320","17282380",0.808664374382067,4.74640488280951,3.6254526423005,0.0107867397359649,0.988394950822807,-2.43626930909774,17282380,"chr12","-","81714950","81781170","22","NM_001174107.1 // Map3k9 // Mus musculus mitogen-activated protein kinase kinase kinase 9 (Map3k9), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000035987 // Map3k9 // mitogen-activated protein kinase kinase kinase 9 [Source:MGI Symbol;Acc:MGI:2449952] // --- // --- /// NM_177395.5 // Map3k9 // Mus musculus mitogen-activated protein kinase kinase kinase 9 (Map3k9), transcript variant 2, mRNA. // --- // ---","NM_001174107.1 // blat // Mus musculus mitogen-activated protein kinase kinase kinase 9 (Map3k9), transcript variant 1, mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000035987 // ensGene // mitogen-activated protein kinase kinase kinase 9 [Source:MGI Symbol;Acc:MGI:2449952] // chr12 // --- // --- // --- // --- // --- /// NM_177395.5 // blat // Mus musculus mitogen-activated protein kinase kinase kinase 9 (Map3k9), transcript variant 2, mRNA. // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"25948","17414114",0.676701244535635,5.44773066585181,3.62381450156101,0.0108080945939849,0.988394950822807,-2.43771919028378,17414114,"chr4","+","52439243","52488365","29","NM_008017.3 // Smc2 // Mus musculus structural maintenance of chromosomes 2 (Smc2), mRNA. // --- // --- /// ENSMUST00000102915 // Smc2 // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // --- // --- /// ENSMUST00000117280 // Smc2 // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // --- // --- /// ENSMUST00000131163 // Smc2 // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // --- // --- /// ENSMUST00000142227 // Smc2 // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // --- // --- /// ENSMUST00000146787 // Smc2 // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // --- // --- /// ENSMUST00000166805 // Smc2 // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // --- // ---","NM_008017.3 // blat // Mus musculus structural maintenance of chromosomes 2 (Smc2), mRNA. // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000102915 // ensGene // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000117280 // ensGene // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000131163 // ensGene // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000142227 // ensGene // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000146787 // ensGene // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000166805 // ensGene // structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"6152","17219789",-0.755437433648466,4.71183348462827,-3.62231623464148,0.0108276669836152,0.988394950822807,-2.43904574756175,17219789,"chr1","+","175631996","175662116","34","ENSMUST00000040250 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // --- /// ENSMUST00000097458 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // --- /// ENSMUST00000150646 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // --- /// NM_133809.1 // Kmo // Mus musculus kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) (Kmo), mRNA. // --- // --- /// ENSMUST00000137174 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // ---","ENSMUST00000040250 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000097458 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000150646 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // --- /// NM_133809.1 // blat // Mus musculus kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) (Kmo), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000137174 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"10417","17262855",-0.86018404346108,8.19655232670986,-3.6221811834692,0.0108294331291022,0.988394950822807,-2.43916534343307,17262855,"chr11","-","54910785","54962940","26","NM_001199275.1 // Tnip1 // Mus musculus TNFAIP3 interacting protein 1 (Tnip1), transcript variant 2, mRNA. // --- // --- /// NM_021327.3 // Tnip1 // Mus musculus TNFAIP3 interacting protein 1 (Tnip1), transcript variant 1, mRNA. // --- // --- /// NM_001199276.1 // Tnip1 // Mus musculus TNFAIP3 interacting protein 1 (Tnip1), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000018482 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000101203 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000102730 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000102731 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000108885 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000108886 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000108889 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000124304 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000126703 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000155316 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000132776 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // --- /// ENSMUST00000151736 // Tnip1 // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // --- // ---","NM_001199275.1 // blat // Mus musculus TNFAIP3 interacting protein 1 (Tnip1), transcript variant 2, mRNA. // chr11 // --- // --- // --- // --- // --- /// NM_021327.3 // blat // Mus musculus TNFAIP3 interacting protein 1 (Tnip1), transcript variant 1, mRNA. // chr11 // --- // --- // --- // --- // --- /// NM_001199276.1 // blat // Mus musculus TNFAIP3 interacting protein 1 (Tnip1), transcript variant 3, mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000018482 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000101203 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000102730 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000102731 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000108885 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000108886 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000108889 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000124304 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000126703 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000155316 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000132776 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000151736 // ensGene // TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"16594","17321722",-0.535900209324416,4.19434905699239,-3.61200638982467,0.0109634153787174,0.989813206858865,-2.44818633793717,17321722,"chr15","-","100502796","100552008","24","NM_033476.2 // Tfcp2 // Mus musculus transcription factor CP2 (Tfcp2), mRNA. // --- // --- /// ENSMUST00000009877 // Tfcp2 // transcription factor CP2 [Source:MGI Symbol;Acc:MGI:98509] // --- // --- /// ENSMUST00000100199 // Tfcp2 // transcription factor CP2 [Source:MGI Symbol;Acc:MGI:98509] // --- // ---","NM_033476.2 // blat // Mus musculus transcription factor CP2 (Tfcp2), mRNA. // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000009877 // ensGene // transcription factor CP2 [Source:MGI Symbol;Acc:MGI:98509] // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000100199 // ensGene // transcription factor CP2 [Source:MGI Symbol;Acc:MGI:98509] // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"9596","17254838",1.04166133555166,9.14784843877303,3.61080878864519,0.0109793056101643,0.989813206858865,-2.4492495108884,17254838,"chr11","+","87756864","87756927","9","NR_029555.1 // Mir142 // Mus musculus microRNA 142 (Mir142), microRNA. // --- // --- /// ENSMUST00000083486 // Mir142 // microRNA 142 [Source:MGI Symbol;Acc:MGI:2676827] // --- // ---","NR_029555.1 // blat // Mus musculus microRNA 142 (Mir142), microRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000083486 // ensGene // microRNA 142 [Source:MGI Symbol;Acc:MGI:2676827] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"17114","17326725",0.44948316425688,6.29999029880944,3.60950999139841,0.0109965673275969,0.989813206858865,-2.45040284866291,17326725,"chr16","+","78560316","78564869","20","NR_040569.1 // 4930478L05Rik // Mus musculus RIKEN cDNA 4930478L05 gene (4930478L05Rik), non-coding RNA. // --- // ---","NR_040569.1 // blat // Mus musculus RIKEN cDNA 4930478L05 gene (4930478L05Rik), non-coding RNA. // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"34715","17499959",-1.79605216721092,7.39378643747575,-3.60931708200493,0.0109991337551062,0.989813206858865,-2.4505741821614,17499959,"chr8","+","22686265","22695646","21","ENSMUST00000143638 // Gm15346 // predicted gene 15346 [Source:MGI Symbol;Acc:MGI:3705174] // --- // ---","ENSMUST00000143638 // ensGene // predicted gene 15346 [Source:MGI Symbol;Acc:MGI:3705174] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"24938","17404209",-0.487595904263319,3.15275428528715,-3.60830908408457,0.0110125547262082,0.989813206858865,-2.45146956322677,17404209,"chr3","-","15495754","15575065","16","NM_001173460.1 // Sirpb1b // Mus musculus signal-regulatory protein beta 1B (Sirpb1b), mRNA. // --- // --- /// ENSMUST00000091319 // Sirpb1b // signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828] // --- // ---","NM_001173460.1 // blat // Mus musculus signal-regulatory protein beta 1B (Sirpb1b), mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000091319 // ensGene // signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"18110","17336509",-0.777411838051962,5.85515324895827,-3.60156526277742,0.011102812144438,0.995558075875883,-2.45746522721909,17336509,"chr17","+","34325665","34341410","20","NM_001033978.3 // H2-Eb2 // Mus musculus histocompatibility 2, class II antigen E beta2 (H2-Eb2), mRNA. // --- // --- /// ENSMUST00000050325 // H2-Eb2 // histocompatibility 2, class II antigen E beta2 [Source:MGI Symbol;Acc:MGI:95902] // --- // ---","NM_001033978.3 // blat // Mus musculus histocompatibility 2, class II antigen E beta2 (H2-Eb2), mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000050325 // ensGene // histocompatibility 2, class II antigen E beta2 [Source:MGI Symbol;Acc:MGI:95902] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"39433","17545761",1.45011608762296,5.72905575104632,3.59994416777446,0.0111246300896035,0.995558075875883,-2.45890784916882,17545761,"chrX","-","160527501","160533045","25","ENSMUST00000151101 // Gm15243 // predicted gene 15243 [Source:MGI Symbol;Acc:MGI:3705116] // --- // ---","ENSMUST00000151101 // ensGene // predicted gene 15243 [Source:MGI Symbol;Acc:MGI:3705116] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"12151","17280806",0.642879131308756,3.23704227607037,3.59447842682953,0.0111985420814031,0.99727976541142,-2.4637757589189,17280806,"chr12","-","40009609","40014484","21","ENSMUST00000138572 // Arl4a // ADP-ribosylation factor-like 4A [Source:MGI Symbol;Acc:MGI:99437] // --- // ---","ENSMUST00000138572 // ensGene // ADP-ribosylation factor-like 4A [Source:MGI Symbol;Acc:MGI:99437] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"27384","17428659",0.917411460490267,5.4919003896359,3.5943355890568,0.0112004809051998,0.99727976541142,-2.46390305435879,17428659,"chr4","-","116601052","116627951","38","NM_016777.3 // Nasp // Mus musculus nuclear autoantigenic sperm protein (histone-binding) (Nasp), transcript variant 2, mRNA. // --- // --- /// NM_001081475.1 // Nasp // Mus musculus nuclear autoantigenic sperm protein (histone-binding) (Nasp), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000030456 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000030457 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000081182 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000106474 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000130363 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000155398 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000154811 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000134038 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // --- /// ENSMUST00000148436 // Nasp // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // --- // ---","NM_016777.3 // blat // Mus musculus nuclear autoantigenic sperm protein (histone-binding) (Nasp), transcript variant 2, mRNA. // chr4 // --- // --- // --- // --- // --- /// NM_001081475.1 // blat // Mus musculus nuclear autoantigenic sperm protein (histone-binding) (Nasp), transcript variant 1, mRNA. // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000030456 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000030457 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000081182 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000106474 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000130363 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000155398 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000154811 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000134038 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000148436 // ensGene // nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"40310","17548648",-0.769886429671667,5.11804149836377,-3.58884710918217,0.0112752609842807,0.99727976541142,-2.46879744992298,17548648,"chr8","+","107436840","107438478","25","XR_142326.1 // A430107J10Rik // PREDICTED: Mus musculus RIKEN cDNA A430107J10 gene (A430107J10Rik), miscRNA. // --- // ---","XR_142326.1 // blat // PREDICTED: Mus musculus RIKEN cDNA A430107J10 gene (A430107J10Rik), miscRNA. // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"37422","17527565",-0.591229828801622,7.0067643476771,-3.58701329491945,0.0113003693349486,0.99727976541142,-2.47043412510611,17527565,"chr9","-","57626646","57645653","19","NM_007783.2 // Csk // Mus musculus c-src tyrosine kinase (Csk), mRNA. // --- // --- /// ENSMUST00000034863 // Csk // c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537] // --- // ---","NM_007783.2 // blat // Mus musculus c-src tyrosine kinase (Csk), mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000034863 // ensGene // c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"9044","17248892",0.48242919220098,2.6764989842998,3.58537478962259,0.0113228557889915,0.99727976541142,-2.47189706226672,17248892,"chr11","+","48802032","48802112","25","NR_028563.1 // Snord96a // Mus musculus small nucleolar RNA, C/D box 96A (Snord96a), small nucleolar RNA. // --- // --- /// ENSMUST00000082791 // Snord96a // small nucleolar RNA, C/D box 96A [Source:MGI Symbol;Acc:MGI:3819568] // --- // --- /// ENSMUST00000139959 // Gnb2l1 // guanine nucleotide binding protein (G protein), beta polypeptide 2 like 1 [Source:MGI Symbol;Acc:MGI:101849] // --- // ---","NR_028563.1 // blat // Mus musculus small nucleolar RNA, C/D box 96A (Snord96a), small nucleolar RNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000082791 // ensGene // small nucleolar RNA, C/D box 96A [Source:MGI Symbol;Acc:MGI:3819568] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000139959 // ensGene // guanine nucleotide binding protein (G protein), beta polypeptide 2 like 1 [Source:MGI Symbol;Acc:MGI:101849] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"36063","17513603",-0.726333353955658,6.595337906049,-3.58489616221913,0.0113294336802528,0.99727976541142,-2.47232450644411,17513603,"chr8","-","121598703","121652901","27","NM_080855.2 // Zcchc14 // Mus musculus zinc finger, CCHC domain containing 14 (Zcchc14), mRNA. // --- // --- /// ENSMUST00000046386 // Zcchc14 // zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407] // --- // --- /// ENSMUST00000154725 // Zcchc14 // zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407] // --- // --- /// ENSMUST00000108906 // Zcchc14 // zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407] // --- // ---","NM_080855.2 // blat // Mus musculus zinc finger, CCHC domain containing 14 (Zcchc14), mRNA. // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000046386 // ensGene // zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407] // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000154725 // ensGene // zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407] // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000108906 // ensGene // zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"34716","17499962",-0.743398724588821,6.24825885527163,-3.58241974791458,0.0113635351165672,0.99727976541142,-2.47453683840183,17499962,"chr8","+","22757744","22782848","23","NM_008872.2 // Plat // Mus musculus plasminogen activator, tissue (Plat), mRNA. // --- // --- /// ENSMUST00000033941 // Plat // plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610] // --- // ---","NM_008872.2 // blat // Mus musculus plasminogen activator, tissue (Plat), mRNA. // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000033941 // ensGene // plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
