"","X","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"11",27525,17430004,3.06791254849276,4.89002855903243,11.1566228921067,2.30501764039719e-05,0.0794165948101265,1.91892705598066,17430004,"chr4","-",126201175,126201277,8,"ENSMUST00000122555 // U6 // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // --- // ---","ENSMUST00000122555 // ensGene // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"12",7089,17230111,-3.78641853506048,6.45593514224447,-11.0086570003567,2.49707517845361e-05,0.0794165948101265,1.88311746105222,17230111,"chr1","-",174011998,174031755,10,"NM_172648.3 // Ifi205 // Mus musculus interferon activated gene 205 (Ifi205), mRNA. // --- // --- /// ENSMUST00000059226 // Ifi205 // interferon activated gene 205 [Source:MGI Symbol;Acc:MGI:101847] // --- // ---","NM_172648.3 // blat // Mus musculus interferon activated gene 205 (Ifi205), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000059226 // ensGene // interferon activated gene 205 [Source:MGI Symbol;Acc:MGI:101847] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"13",6152,17219789,-3.73284622788314,6.31700650640574,-10.4867768361525,3.33826762496595e-05,0.0985861963958694,1.74855714414731,17219789,"chr1","+",175631996,175662116,34,"ENSMUST00000040250 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // --- /// ENSMUST00000097458 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // --- /// ENSMUST00000150646 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // --- /// NM_133809.1 // Kmo // Mus musculus kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) (Kmo), mRNA. // --- // --- /// ENSMUST00000137174 // Kmo // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // --- // ---","ENSMUST00000040250 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000097458 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000150646 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // --- /// NM_133809.1 // blat // Mus musculus kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) (Kmo), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000137174 // ensGene // kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:MGI Symbol;Acc:MGI:2138151] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"14",36864,17521300,-2.23460072013316,6.08199645167131,-10.0800842882575,4.22460865270838e-05,0.109166527966393,1.63400843053671,17521300,"chr9","+",107296026,107302784,18,"ENSMUST00000085102 // Cish // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // --- // --- /// NM_009895.3 // Cish // Mus musculus cytokine inducible SH2-containing protein (Cish), mRNA. // --- // --- /// ENSMUST00000163673 // Cish // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // --- // --- /// ENSMUST00000165664 // Cish // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // --- // --- /// ENSMUST00000167072 // Cish // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // --- // --- /// ENSMUST00000168260 // Cish // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // --- // --- /// ENSMUST00000171568 // Cish // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // --- // ---","ENSMUST00000085102 // ensGene // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // chr9 // --- // --- // --- // --- // --- /// NM_009895.3 // blat // Mus musculus cytokine inducible SH2-containing protein (Cish), mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000163673 // ensGene // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000165664 // ensGene // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000167072 // ensGene // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000168260 // ensGene // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000171568 // ensGene // cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"15",35126,17504023,-2.00037587673893,5.20485660253756,-9.61069092758471,5.60439813305864e-05,0.13630225930077,1.49005473497039,17504023,"chr8","+",94472763,94527272,31,"NM_001033207.3 // Nlrc5 // Mus musculus NLR family, CARD domain containing 5 (Nlrc5), mRNA. // --- // --- /// ENSMUST00000053085 // Nlrc5 // NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191] // --- // --- /// ENSMUST00000131984 // Nlrc5 // NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191] // --- // --- /// ENSMUST00000098489 // Nlrc5 // NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191] // --- // ---","NM_001033207.3 // blat // Mus musculus NLR family, CARD domain containing 5 (Nlrc5), mRNA. // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000053085 // ensGene // NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191] // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000131984 // ensGene // NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191] // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000098489 // ensGene // NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"16",20413,17358544,-1.73606577779721,4.61533984441973,-8.73453788741922,9.83037824531484e-05,0.1937907588149,1.18272967974992,17358544,"chr19","+",29367438,29388095,23,"NM_021893.3 // Cd274 // Mus musculus CD274 antigen (Cd274), mRNA. // --- // --- /// ENSMUST00000016640 // Cd274 // CD274 antigen [Source:MGI Symbol;Acc:MGI:1926446] // --- // ---","NM_021893.3 // blat // Mus musculus CD274 antigen (Cd274), mRNA. // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000016640 // ensGene // CD274 antigen [Source:MGI Symbol;Acc:MGI:1926446] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"17",25069,17405463,-1.3464345915725,8.39386010529349,-8.6104642431606,0.000106866709896574,0.1937907588149,1.13465126667931,17405463,"chr3","-",59114625,59130624,21,"NM_001008497.1 // P2ry14 // Mus musculus purinergic receptor P2Y, G-protein coupled, 14 (P2ry14), transcript variant 2, mRNA. // --- // --- /// NM_133200.3 // P2ry14 // Mus musculus purinergic receptor P2Y, G-protein coupled, 14 (P2ry14), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000065220 // P2ry14 // purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705] // --- // --- /// ENSMUST00000091112 // P2ry14 // purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705] // --- // ---","NM_001008497.1 // blat // Mus musculus purinergic receptor P2Y, G-protein coupled, 14 (P2ry14), transcript variant 2, mRNA. // chr3 // --- // --- // --- // --- // --- /// NM_133200.3 // blat // Mus musculus purinergic receptor P2Y, G-protein coupled, 14 (P2ry14), transcript variant 1, mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000065220 // ensGene // purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000091112 // ensGene // purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"18",12343,17282664,-2.62282899975814,6.49373967172563,-8.46338210515867,0.000118149113001447,0.202308299436333,1.07605649572778,17282664,"chr12","-",85166639,85177296,19,"NM_008827.2 // Pgf // Mus musculus placental growth factor (Pgf), mRNA. // --- // --- /// ENSMUST00000004913 // Pgf // placental growth factor [Source:MGI Symbol;Acc:MGI:105095] // --- // ---","NM_008827.2 // blat // Mus musculus placental growth factor (Pgf), mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000004913 // ensGene // placental growth factor [Source:MGI Symbol;Acc:MGI:105095] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"19",37357,17526809,-1.65176857018829,6.04257316831695,-8.1114286187003,0.000151157542924216,0.220733703797291,0.928440595586276,17526809,"chr9","-",50488799,50504805,25,"NR_040714.1 // 2310014F07Rik // Mus musculus RIKEN cDNA 2310014F07 gene (2310014F07Rik), non-coding RNA. // --- // ---","NR_040714.1 // blat // Mus musculus RIKEN cDNA 2310014F07 gene (2310014F07Rik), non-coding RNA. // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"20",17454,17330099,-1.22790246122748,6.72810373337828,-8.07785022868441,0.000154825913898209,0.220733703797291,0.913788186845282,17330099,"chr16","-",35832874,35871544,34,"NM_001039530.3 // Parp14 // Mus musculus poly (ADP-ribose) polymerase family, member 14 (Parp14), mRNA. // --- // --- /// ENSMUST00000042665 // Parp14 // poly (ADP-ribose) polymerase family, member 14 [Source:MGI Symbol;Acc:MGI:1919489] // --- // ---","NM_001039530.3 // blat // Mus musculus poly (ADP-ribose) polymerase family, member 14 (Parp14), mRNA. // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000042665 // ensGene // poly (ADP-ribose) polymerase family, member 14 [Source:MGI Symbol;Acc:MGI:1919489] // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"21",30235,17458682,-1.30279927876812,8.49989376565143,-7.98651059519187,0.000165332338623732,0.227855518013273,0.873410298376355,17458682,"chr6","+",53573374,53696007,22,"NM_172728.2 // Creb5 // Mus musculus cAMP responsive element binding protein 5 (Creb5), mRNA. // --- // --- /// ENSMUST00000047450 // Creb5 // cAMP responsive element binding protein 5 [Source:MGI Symbol;Acc:MGI:2443973] // --- // ---","NM_172728.2 // blat // Mus musculus cAMP responsive element binding protein 5 (Creb5), mRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000047450 // ensGene // cAMP responsive element binding protein 5 [Source:MGI Symbol;Acc:MGI:2443973] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"22",16728,17322950,1.21902404590404,6.06680767543629,7.78059896444602,0.000192158953688295,0.244485317176917,0.779518368297103,17322950,"chr16","+",11322892,11755473,21,"NM_028964.4 // Snx29 // Mus musculus sorting nexin 29 (Snx29), mRNA. // --- // --- /// ENSMUST00000115814 // Snx29 // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // --- // --- /// ENSMUST00000096273 // Snx29 // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // --- // --- /// ENSMUST00000115813 // Snx29 // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // --- // --- /// ENSMUST00000122168 // Snx29 // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // --- // --- /// ENSMUST00000150993 // Snx29 // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // --- // ---","NM_028964.4 // blat // Mus musculus sorting nexin 29 (Snx29), mRNA. // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000115814 // ensGene // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000096273 // ensGene // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000115813 // ensGene // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000122168 // ensGene // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000150993 // ensGene // sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728] // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"23",10421,17262942,1.52753493601839,7.80618022976368,7.75467839021152,0.000195877013375279,0.244485317176917,0.767410484259424,17262942,"chr11","-",55158468,55185077,29,"NM_153170.3 // Slc36a2 // Mus musculus solute carrier family 36 (proton/amino acid symporter), member 2 (Slc36a2), mRNA. // --- // --- /// ENSMUST00000039305 // Slc36a2 // solute carrier family 36 (proton/amino acid symporter), member 2 [Source:MGI Symbol;Acc:MGI:1891430] // --- // --- /// XR_141092.1 // LOC100862205 // PREDICTED: Mus musculus uncharacterized LOC100862205 (LOC100862205), miscRNA. // --- // --- /// ENSMUST00000125560 // Slc36a2 // solute carrier family 36 (proton/amino acid symporter), member 2 [Source:MGI Symbol;Acc:MGI:1891430] // --- // ---","NM_153170.3 // blat // Mus musculus solute carrier family 36 (proton/amino acid symporter), member 2 (Slc36a2), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000039305 // ensGene // solute carrier family 36 (proton/amino acid symporter), member 2 [Source:MGI Symbol;Acc:MGI:1891430] // chr11 // --- // --- // --- // --- // --- /// XR_141092.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862205 (LOC100862205), miscRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000125560 // ensGene // solute carrier family 36 (proton/amino acid symporter), member 2 [Source:MGI Symbol;Acc:MGI:1891430] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"24",15988,17315163,-1.6099652444054,5.01446986052213,-7.71952312765538,0.000201052141347568,0.244485317176917,0.750883661990435,17315163,"chr15","+",101221247,101222155,23,"NR_045996.1 // AU021063 // Mus musculus expressed sequence AU021063 (AU021063), non-coding RNA. // --- // ---","NR_045996.1 // blat // Mus musculus expressed sequence AU021063 (AU021063), non-coding RNA. // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"25",20922,17363666,1.83980340308286,6.24946924406559,7.67758519383888,0.000207431813449677,0.245036237916483,0.731008433798697,17363666,"chr19","-",25166085,25166216,15,"ENSMUST00000083700 // SNORA24 // Small nucleolar RNA SNORA24  [Source:RFAM;Acc:RF00399] // --- // ---","ENSMUST00000083700 // ensGene // Small nucleolar RNA SNORA24  [Source:RFAM;Acc:RF00399] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"26",11498,17274875,-1.37604868779621,4.59426700709675,-7.52842207982385,0.000232077603350253,0.250423985181819,0.65888293854597,17274875,"chr12","+",32820335,32853369,21,"NM_021524.2 // Nampt // Mus musculus nicotinamide phosphoribosyltransferase (Nampt), mRNA. // --- // --- /// ENSMUST00000020886 // Nampt // nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865] // --- // ---","NM_021524.2 // blat // Mus musculus nicotinamide phosphoribosyltransferase (Nampt), mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000020886 // ensGene // nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"27",6517,17223378,1.0338295405002,5.65460517330368,7.52318921587871,0.000233001228156971,0.250423985181819,0.656311395658773,17223378,"chr1","-",58430993,58445486,25,"NM_027351.3 // Ppil3 // Mus musculus peptidylprolyl isomerase (cyclophilin)-like 3 (Ppil3), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000081677 // Ppil3 // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // --- // --- /// ENSMUST00000114348 // Ppil3 // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // --- // --- /// ENSMUST00000117069 // Ppil3 // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // --- // --- /// NM_027374.3 // Ppil3 // Mus musculus peptidylprolyl isomerase (cyclophilin)-like 3 (Ppil3), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000114345 // Ppil3 // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // --- // ---","NM_027351.3 // blat // Mus musculus peptidylprolyl isomerase (cyclophilin)-like 3 (Ppil3), transcript variant 1, mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000081677 // ensGene // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000114348 // ensGene // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000117069 // ensGene // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // chr1 // --- // --- // --- // --- // --- /// NM_027374.3 // blat // Mus musculus peptidylprolyl isomerase (cyclophilin)-like 3 (Ppil3), transcript variant 2, mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000114345 // ensGene // peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"28",6741,17226043,-2.08670263737642,4.82069920538848,-7.51726564973187,0.000234051846471032,0.250423985181819,0.653397008476175,17226043,"chr1","-",106538178,106714290,22,"NM_009741.3 // Bcl2 // Mus musculus B cell leukemia/lymphoma 2 (Bcl2), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000112751 // Bcl2 // B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138] // --- // --- /// NM_177410.2 // Bcl2 // Mus musculus B cell leukemia/lymphoma 2 (Bcl2), transcript variant 2, mRNA. // --- // ---","NM_009741.3 // blat // Mus musculus B cell leukemia/lymphoma 2 (Bcl2), transcript variant 1, mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000112751 // ensGene // B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138] // chr1 // --- // --- // --- // --- // --- /// NM_177410.2 // blat // Mus musculus B cell leukemia/lymphoma 2 (Bcl2), transcript variant 2, mRNA. // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"29",16553,17321263,-1.23491901459382,4.73451900267039,-7.45560060484097,0.000245317107250056,0.250423985181819,0.622841079042025,17321263,"chr15","-",98589973,98607633,31,"NM_007405.2 // Adcy6 // Mus musculus adenylate cyclase 6 (Adcy6), mRNA. // --- // --- /// ENSMUST00000096224 // Adcy6 // adenylate cyclase 6 [Source:MGI Symbol;Acc:MGI:87917] // --- // ---","NM_007405.2 // blat // Mus musculus adenylate cyclase 6 (Adcy6), mRNA. // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000096224 // ensGene // adenylate cyclase 6 [Source:MGI Symbol;Acc:MGI:87917] // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
