"","X","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"11",36788,17520596,-1.04229202094345,6.76590921681247,-7.70217910081146,0.00021051557445967,0.332137434811801,1.45823978850324,17520596,"chr9","+",97068183,97073429,22,"ENSMUST00000169585 // Gm17254 // predicted gene, 17254 [Source:MGI Symbol;Acc:MGI:4936888] // --- // ---","ENSMUST00000169585 // ensGene // predicted gene, 17254 [Source:MGI Symbol;Acc:MGI:4936888] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"12",37999,17533577,1.0728661945337,7.45499213022154,7.66310683958212,0.000216704936800218,0.332137434811801,1.45644986529735,17533577,"chrX","+",20617503,20650905,13,"NM_001167775.1 // Rbm10 // Mus musculus RNA binding motif protein 10 (Rbm10), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000115374 // Rbm10 // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // --- // --- /// ENSMUST00000115375 // Rbm10 // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // --- // --- /// NM_145627.2 // Rbm10 // Mus musculus RNA binding motif protein 10 (Rbm10), transcript variant 1, mRNA. // --- // --- /// NM_001167776.1 // Rbm10 // Mus musculus RNA binding motif protein 10 (Rbm10), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000084383 // Rbm10 // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // --- // --- /// ENSMUST00000141128 // Rbm10 // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // --- // --- /// ENSMUST00000064911 // Rbm10 // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // --- // --- /// ENSMUST00000082089 // Rbm10 // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // --- // ---","NM_001167775.1 // blat // Mus musculus RNA binding motif protein 10 (Rbm10), transcript variant 2, mRNA. // chrX // --- // --- // --- // --- // --- /// ENSMUST00000115374 // ensGene // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // chrX // --- // --- // --- // --- // --- /// ENSMUST00000115375 // ensGene // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // chrX // --- // --- // --- // --- // --- /// NM_145627.2 // blat // Mus musculus RNA binding motif protein 10 (Rbm10), transcript variant 1, mRNA. // chrX // --- // --- // --- // --- // --- /// NM_001167776.1 // blat // Mus musculus RNA binding motif protein 10 (Rbm10), transcript variant 3, mRNA. // chrX // --- // --- // --- // --- // --- /// ENSMUST00000084383 // ensGene // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // chrX // --- // --- // --- // --- // --- /// ENSMUST00000141128 // ensGene // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // chrX // --- // --- // --- // --- // --- /// ENSMUST00000064911 // ensGene // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // chrX // --- // --- // --- // --- // --- /// ENSMUST00000082089 // ensGene // RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"13",26291,17417654,1.86695651919908,8.24520227295314,7.62395668827446,0.000223116758717551,0.332137434811801,1.45463316635057,17417654,"chr4","+",117189942,117190057,7,"ENSMUST00000082496 // U5 // U5 spliceosomal RNA  [Source:RFAM;Acc:RF00020] // --- // ---","ENSMUST00000082496 // ensGene // U5 spliceosomal RNA  [Source:RFAM;Acc:RF00020] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"14",19248,17347571,-0.916215875896028,5.72857970740247,-7.56329318942901,0.000233486297888382,0.332137434811801,1.45177139563749,17347571,"chr17","-",80580512,80728093,27,"NM_001081357.1 // Map4k3 // Mus musculus mitogen-activated protein kinase kinase kinase kinase 3 (Map4k3), mRNA. // --- // --- /// ENSMUST00000025089 // Map4k3 // mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405] // --- // --- /// ENSMUST00000112389 // Map4k3 // mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405] // --- // ---","NM_001081357.1 // blat // Mus musculus mitogen-activated protein kinase kinase kinase kinase 3 (Map4k3), mRNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000025089 // ensGene // mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405] // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000112389 // ensGene // mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"15",22874,17383345,1.9072233768784,5.94561615512549,7.52006218650844,0.000241213373352687,0.332137434811801,1.44969659613983,17383345,"chr2","-",27539805,27539930,19,"ENSMUST00000116888 // U6atac // U6atac minor spliceosomal RNA  [Source:RFAM;Acc:RF00619] // --- // ---","ENSMUST00000116888 // ensGene // U6atac minor spliceosomal RNA  [Source:RFAM;Acc:RF00619] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"16",9596,17254838,-2.5182608144204,8.83292757689993,-7.51965121927121,0.000241288222375849,0.332137434811801,1.4496767290347,17254838,"chr11","+",87756864,87756927,9,"NR_029555.1 // Mir142 // Mus musculus microRNA 142 (Mir142), microRNA. // --- // --- /// ENSMUST00000083486 // Mir142 // microRNA 142 [Source:MGI Symbol;Acc:MGI:2676827] // --- // ---","NR_029555.1 // blat // Mus musculus microRNA 142 (Mir142), microRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000083486 // ensGene // microRNA 142 [Source:MGI Symbol;Acc:MGI:2676827] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"17",23881,17393575,-1.2306641837726,8.46005864172028,-7.28886510205892,0.000287858811713526,0.332137434811801,1.4380764475414,17393575,"chr2","-",156856616,156857946,21,"ENSMUST00000099141 // 4930518I15Rik // RIKEN cDNA 4930518I15 gene [Source:MGI Symbol;Acc:MGI:1921954] // --- // ---","ENSMUST00000099141 // ensGene // RIKEN cDNA 4930518I15 gene [Source:MGI Symbol;Acc:MGI:1921954] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"18",15050,17305592,-1.21161189039028,9.0135010219267,-7.26670241679017,0.000292849185391348,0.332137434811801,1.43691415811935,17305592,"chr14","-",44954900,44961307,19,"NR_045059.1 // 4930431P03Rik // Mus musculus RIKEN cDNA 4930431P03 gene (4930431P03Rik), non-coding RNA. // --- // --- /// ENSMUST00000166072 // 4930431P03Rik // RIKEN cDNA 4930431P03 gene [Source:MGI Symbol;Acc:MGI:1921145] // --- // ---","NR_045059.1 // blat // Mus musculus RIKEN cDNA 4930431P03 gene (4930431P03Rik), non-coding RNA. // chr14 // --- // --- // --- // --- // --- /// ENSMUST00000166072 // ensGene // RIKEN cDNA 4930431P03 gene [Source:MGI Symbol;Acc:MGI:1921145] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"19",35946,17512476,-1.05471339630874,7.62207162791282,-7.21392963487516,0.000305135822118015,0.332137434811801,1.43411099551861,17512476,"chr8","-",105624336,105637878,20,"XR_108033.1 // Gm5914 // PREDICTED: Mus musculus predicted gene 5914 (Gm5914), miscRNA. // --- // --- /// XR_106165.1 // Gm5914 // PREDICTED: Mus musculus predicted gene 5914 (Gm5914), miscRNA. // --- // ---","XR_108033.1 // blat // PREDICTED: Mus musculus predicted gene 5914 (Gm5914), miscRNA. // chr8 // --- // --- // --- // --- // --- /// XR_106165.1 // blat // PREDICTED: Mus musculus predicted gene 5914 (Gm5914), miscRNA. // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"20",24078,17395408,1.43688196843252,6.21488383472081,7.19989526100948,0.000308501939984229,0.332137434811801,1.4333569820293,17395408,"chr2","-",178066878,178078476,12,"NM_001162922.1 // Zfp931 // Mus musculus zinc finger protein 931 (Zfp931), mRNA. // --- // --- /// ENSMUST00000108924 // Zfp931 // zinc finger protein 931 [Source:MGI Symbol;Acc:MGI:2441662] // --- // --- /// ENSMUST00000131702 // Zfp931 // zinc finger protein 931 [Source:MGI Symbol;Acc:MGI:2441662] // --- // --- /// ENSMUST00000108923 // Zfp931 // zinc finger protein 931 [Source:MGI Symbol;Acc:MGI:2441662] // --- // ---","NM_001162922.1 // blat // Mus musculus zinc finger protein 931 (Zfp931), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000108924 // ensGene // zinc finger protein 931 [Source:MGI Symbol;Acc:MGI:2441662] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000131702 // ensGene // zinc finger protein 931 [Source:MGI Symbol;Acc:MGI:2441662] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000108923 // ensGene // zinc finger protein 931 [Source:MGI Symbol;Acc:MGI:2441662] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"21",29026,17447078,1.15691647733128,9.75148244746764,7.19984492733436,0.000308514088661506,0.332137434811801,1.43335427127228,17447078,"chr5","-",33018850,33027277,16,"XR_107671.2 // Gm19750 // PREDICTED: Mus musculus predicted gene, 19750 (Gm19750), miscRNA. // --- // --- /// XR_104923.2 // Gm19750 // PREDICTED: Mus musculus predicted gene, 19750 (Gm19750), miscRNA. // --- // ---","XR_107671.2 // blat // PREDICTED: Mus musculus predicted gene, 19750 (Gm19750), miscRNA. // chr5 // --- // --- // --- // --- // --- /// XR_104923.2 // blat // PREDICTED: Mus musculus predicted gene, 19750 (Gm19750), miscRNA. // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"22",30094,17457691,-1.57749858515048,10.300693156117,-7.12927735952651,0.000326097903357146,0.332137434811801,1.42950741022503,17457691,"chr6","+",41118864,41119364,12,"ENSMUST00000103269 // Trbv12-2 // T cell receptor beta, variable 12-2 [Source:MGI Symbol;Acc:MGI:98601] // --- // ---","ENSMUST00000103269 // ensGene // T cell receptor beta, variable 12-2 [Source:MGI Symbol;Acc:MGI:98601] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"23",5698,17215238,-1.51850236053152,5.38778936146948,-7.11439302868547,0.000329951586588383,0.332137434811801,1.4286840313232,17215238,"chr1","+",87251148,87251248,9,"ENSMUST00000157693 // U6 // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // --- // ---","ENSMUST00000157693 // ensGene // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"24",35968,17512680,0.903388581899262,9.4307349027429,7.02331228716657,0.000354699997057046,0.332137434811801,1.42355228037089,17512680,"chr8","-",106883863,106893593,22,"NM_145412.3 // Chtf8 // Mus musculus CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) (Chtf8), mRNA. // --- // --- /// ENSMUST00000057107 // Chtf8 // CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2443370] // --- // --- /// ENSMUST00000169312 // Chtf8 // CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2443370] // --- // ---","NM_145412.3 // blat // Mus musculus CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) (Chtf8), mRNA. // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000057107 // ensGene // CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2443370] // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000169312 // ensGene // CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2443370] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"25",26095,17415396,-0.857022263815823,5.95939424725629,-6.88827240628612,0.000395403749525843,0.332137434811801,1.41563804509832,17415396,"chr4","+",89421848,89463487,24,"ENSMUST00000139272 // Gm12610 // predicted gene 12610 [Source:MGI Symbol;Acc:MGI:3652143] // --- // ---","ENSMUST00000139272 // ensGene // predicted gene 12610 [Source:MGI Symbol;Acc:MGI:3652143] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"26",27432,17428946,0.903945906085796,8.40588094615683,6.83314591525495,0.000413536071473199,0.332137434811801,1.41229794423605,17428946,"chr4","-",117884326,117887329,27,"NM_033617.3 // Atp6v0b // Mus musculus ATPase, H+ transporting, lysosomal V0 subunit B (Atp6v0b), mRNA. // --- // --- /// ENSMUST00000036380 // Atp6v0b // ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510] // --- // --- /// ENSMUST00000132073 // Atp6v0b // ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510] // --- // ---","NM_033617.3 // blat // Mus musculus ATPase, H+ transporting, lysosomal V0 subunit B (Atp6v0b), mRNA. // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000036380 // ensGene // ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000132073 // ensGene // ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"27",32618,17480757,0.902878470175076,7.41818242172992,6.7566522036084,0.000440292842040782,0.332137434811801,1.40755405384579,17480757,"chr7","+",100537100,100540369,22,"NM_183270.2 // Chchd8 // Mus musculus coiled-coil-helix-coiled-coil-helix domain containing 8 (Chchd8), mRNA. // --- // --- /// ENSMUST00000054310 // Chchd8 // coiled-coil-helix-coiled-coil-helix domain containing 8 [Source:MGI Symbol;Acc:MGI:1915435] // --- // --- /// ENSMUST00000120454 // Chchd8 // coiled-coil-helix-coiled-coil-helix domain containing 8 [Source:MGI Symbol;Acc:MGI:1915435] // --- // ---","NM_183270.2 // blat // Mus musculus coiled-coil-helix-coiled-coil-helix domain containing 8 (Chchd8), mRNA. // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000054310 // ensGene // coiled-coil-helix-coiled-coil-helix domain containing 8 [Source:MGI Symbol;Acc:MGI:1915435] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000120454 // ensGene // coiled-coil-helix-coiled-coil-helix domain containing 8 [Source:MGI Symbol;Acc:MGI:1915435] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"28",31722,17472199,-1.13500403111385,5.77563174882679,-6.70074193661485,0.000461102947379274,0.332137434811801,1.40400418342227,17472199,"chr6","-",136907311,136922180,25,"ENSMUST00000032343 // Erp27 // endoplasmic reticulum protein 27 [Source:MGI Symbol;Acc:MGI:1916437] // --- // --- /// NM_026983.2 // Erp27 // Mus musculus endoplasmic reticulum protein 27 (Erp27), mRNA. // --- // ---","ENSMUST00000032343 // ensGene // endoplasmic reticulum protein 27 [Source:MGI Symbol;Acc:MGI:1916437] // chr6 // --- // --- // --- // --- // --- /// NM_026983.2 // blat // Mus musculus endoplasmic reticulum protein 27 (Erp27), mRNA. // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"29",39959,17547897,0.954055149457019,9.74945028629005,6.69146101348881,0.000464664982460413,0.332137434811801,1.40340803198092,17547897,"chr15","-",4154730,4155360,23,"XR_141763.1 // LOC100862317 // PREDICTED: Mus musculus uncharacterized LOC100862317 (LOC100862317), miscRNA. // --- // --- /// XR_141246.1 // LOC100862317 // PREDICTED: Mus musculus uncharacterized LOC100862317 (LOC100862317), miscRNA. // --- // ---","XR_141763.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862317 (LOC100862317), miscRNA. // chr15 // --- // --- // --- // --- // --- /// XR_141246.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862317 (LOC100862317), miscRNA. // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"30",13179,17289118,-0.947687427718744,6.30301252031391,-6.64566610688084,0.000482707723953585,0.332137434811801,1.40043726577931,17289118,"chr13","+",92844787,92858230,25,"NM_001162945.1 // Mtx3 // Mus musculus metaxin 3 (Mtx3), mRNA. // --- // --- /// ENSMUST00000076169 // Mtx3 // metaxin 3 [Source:MGI Symbol;Acc:MGI:2686040] // --- // ---","NM_001162945.1 // blat // Mus musculus metaxin 3 (Mtx3), mRNA. // chr13 // --- // --- // --- // --- // --- /// ENSMUST00000076169 // ensGene // metaxin 3 [Source:MGI Symbol;Acc:MGI:2686040] // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"31",15689,17311942,-1.18904683613841,8.42908772200849,-6.63288219281952,0.000487886363384514,0.332137434811801,1.39959920993754,17311942,"chr15","+",65857869,65858356,19,"ENSMUST00000174002 // Gm20405 // predicted gene 20405 [Source:MGI Symbol;Acc:MGI:5141870] // --- // ---","ENSMUST00000174002 // ensGene // predicted gene 20405 [Source:MGI Symbol;Acc:MGI:5141870] // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
