"","X","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"11",40593,17549248,-0.893819056666693,11.0751699283429,-5.89613370851899,0.00115424428924944,0.967348175477191,0.753887647934785,17549248,"gi309263901","+",1,608,25,"XR_107149.1 // Gm19474 // PREDICTED: Mus musculus predicted gene, 19474, transcript variant 2 (Gm19474), miscRNA. // --- // ---","XR_107149.1 // other // PREDICTED: Mus musculus predicted gene, 19474, transcript variant 2 (Gm19474), miscRNA. // gi309263901 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"12",23881,17393575,-0.986055690544713,7.87493910546201,-5.88416209682427,0.00116630213079242,0.967348175477191,0.753453991253395,17393575,"chr2","-",156856616,156857946,21,"ENSMUST00000099141 // 4930518I15Rik // RIKEN cDNA 4930518I15 gene [Source:MGI Symbol;Acc:MGI:1921954] // --- // ---","ENSMUST00000099141 // ensGene // RIKEN cDNA 4930518I15 gene [Source:MGI Symbol;Acc:MGI:1921954] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"13",40099,17548195,-0.882172052973319,6.60890584646882,-5.86173997322074,0.00118927653623913,0.967348175477191,0.752636154565056,17548195,"chr2","-",18177486,18179442,23,"XR_141947.1 // Gm13351 // PREDICTED: Mus musculus predicted gene 13351 (Gm13351), miscRNA. // --- // --- /// XR_140493.1 // Gm13351 // PREDICTED: Mus musculus predicted gene 13351 (Gm13351), miscRNA. // --- // ---","XR_141947.1 // blat // PREDICTED: Mus musculus predicted gene 13351 (Gm13351), miscRNA. // chr2 // --- // --- // --- // --- // --- /// XR_140493.1 // blat // PREDICTED: Mus musculus predicted gene 13351 (Gm13351), miscRNA. // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"14",40634,17549330,-0.887017972885768,11.0741156849873,-5.84999732156169,0.00120151524107266,0.967348175477191,0.752204899077973,17549330,"gi309271915","+",1,607,25,"XR_106191.1 // Gm19474 // PREDICTED: Mus musculus predicted gene, 19474, transcript variant 2 (Gm19474), miscRNA. // --- // ---","XR_106191.1 // other // PREDICTED: Mus musculus predicted gene, 19474, transcript variant 2 (Gm19474), miscRNA. // gi309271915 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"15",30757,17463567,-0.874320363957609,11.4209135614738,-5.81701263163291,0.00123667322623051,0.967348175477191,0.750982557446086,17463567,"chr6","+",129591782,129598775,16,"ENSMUST00000032268 // Klrd1 // killer cell lectin-like receptor, subfamily D, member 1 [Source:MGI Symbol;Acc:MGI:1196275] // --- // --- /// ENSMUST00000112063 // Klrd1 // killer cell lectin-like receptor, subfamily D, member 1 [Source:MGI Symbol;Acc:MGI:1196275] // --- // --- /// ENSMUST00000119520 // Klrd1 // killer cell lectin-like receptor, subfamily D, member 1 [Source:MGI Symbol;Acc:MGI:1196275] // --- // --- /// NM_010654.3 // Klrd1 // Mus musculus killer cell lectin-like receptor, subfamily D, member 1 (Klrd1), mRNA. // --- // ---","ENSMUST00000032268 // ensGene // killer cell lectin-like receptor, subfamily D, member 1 [Source:MGI Symbol;Acc:MGI:1196275] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000112063 // ensGene // killer cell lectin-like receptor, subfamily D, member 1 [Source:MGI Symbol;Acc:MGI:1196275] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000119520 // ensGene // killer cell lectin-like receptor, subfamily D, member 1 [Source:MGI Symbol;Acc:MGI:1196275] // chr6 // --- // --- // --- // --- // --- /// NM_010654.3 // blat // Mus musculus killer cell lectin-like receptor, subfamily D, member 1 (Klrd1), mRNA. // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"16",8095,17239360,-3.1888316517382,5.42320533391055,-5.79865532378733,0.00125675021745616,0.967348175477191,0.750295199864299,17239360,"chr10","-",13131223,13131694,18,"XR_140982.1 // LOC100862331 // PREDICTED: Mus musculus uncharacterized LOC100862331 (LOC100862331), miscRNA. // --- // ---","XR_140982.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862331 (LOC100862331), miscRNA. // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"17",40693,17549456,-0.815373100175115,10.465811210088,-5.77095744209384,0.0012877540593344,0.967348175477191,0.749248398813279,17549456,"gi377833605","+",1,624,29,"XR_107148.2 // Gm19474 // PREDICTED: Mus musculus predicted gene, 19474, transcript variant 1 (Gm19474), miscRNA. // --- // ---","XR_107148.2 // other // PREDICTED: Mus musculus predicted gene, 19474, transcript variant 1 (Gm19474), miscRNA. // gi377833605 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"18",32842,17482791,-0.961933902645126,6.61538707012693,-5.71446477638439,0.00135374642255064,0.967348175477191,0.74707654756393,17482791,"chr7","+",122446858,122447126,20,"ENSMUST00000157674 // 7SK // 7SK RNA  [Source:RFAM;Acc:RF00100] // --- // ---","ENSMUST00000157674 // ensGene // 7SK RNA  [Source:RFAM;Acc:RF00100] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"19",5653,17214729,-2.06591173922485,10.4289556532096,-5.66812656137591,0.00141077894253017,0.967348175477191,0.745257413334591,17214729,"chr1","+",79794026,79794775,19,"XR_140444.1 // LOC100862198 // PREDICTED: Mus musculus uncharacterized LOC100862198 (LOC100862198), miscRNA. // --- // ---","XR_140444.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862198 (LOC100862198), miscRNA. // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"20",39491,17546251,-1.04082561784325,5.48169404724818,-5.61315103481226,0.00148204444759847,0.967348175477191,0.743053995883945,17546251,"chrY","+",255529,260372,10,"XM_003688983.1 // LOC100862032 // PREDICTED: Mus musculus uncharacterized LOC100862032 (LOC100862032), mRNA. // --- // ---","XM_003688983.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862032 (LOC100862032), mRNA. // chrY // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"21",39134,17543194,-1.39586627159925,5.23045935717866,-5.60018338413145,0.00149944979353678,0.967348175477191,0.74252696524739,17543194,"chrX","-",93573731,93573868,20,"ENSMUST00000157820 // SCARNA24 // Small Cajal body specific RNA 24  [Source:RFAM;Acc:RF00422] // --- // ---","ENSMUST00000157820 // ensGene // Small Cajal body specific RNA 24  [Source:RFAM;Acc:RF00422] // chrX // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"22",31658,17471625,-1.21099353011098,5.84443180624374,-5.5075652012935,0.00163079202357124,0.980213268366764,0.738679691956106,17471625,"chr6","-",129766568,129784270,22,"ENSMUST00000118532 // Gm156 // predicted gene 156 [Source:MGI Symbol;Acc:MGI:2685002] // --- // --- /// NM_001014997.1 // Gm156 // Mus musculus predicted gene 156 (Gm156), mRNA. // --- // --- /// ENSMUST00000095409 // Gm156 // predicted gene 156 [Source:MGI Symbol;Acc:MGI:2685002] // --- // ---","ENSMUST00000118532 // ensGene // predicted gene 156 [Source:MGI Symbol;Acc:MGI:2685002] // chr6 // --- // --- // --- // --- // --- /// NM_001014997.1 // blat // Mus musculus predicted gene 156 (Gm156), mRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000095409 // ensGene // predicted gene 156 [Source:MGI Symbol;Acc:MGI:2685002] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"23",14685,17302092,-0.878157258147959,5.85511278725616,-5.44780410779397,0.00172251950238406,0.980213268366764,0.736117721605431,17302092,"chr14","+",76437696,76441628,20,"XR_106876.1 // Gm19597 // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 1 (Gm19597), miscRNA. // --- // --- /// XR_106877.1 // Gm19597 // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 2 (Gm19597), miscRNA. // --- // --- /// XR_105632.1 // Gm19597 // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 1 (Gm19597), miscRNA. // --- // --- /// XR_105633.1 // Gm19597 // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 2 (Gm19597), miscRNA. // --- // ---","XR_106876.1 // blat // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 1 (Gm19597), miscRNA. // chr14 // --- // --- // --- // --- // --- /// XR_106877.1 // blat // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 2 (Gm19597), miscRNA. // chr14 // --- // --- // --- // --- // --- /// XR_105632.1 // blat // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 1 (Gm19597), miscRNA. // chr14 // --- // --- // --- // --- // --- /// XR_105633.1 // blat // PREDICTED: Mus musculus predicted gene, 19597, transcript variant 2 (Gm19597), miscRNA. // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"24",30756,17463557,-1.64841481477768,6.80668349380189,-5.44265532101102,0.00173069460855663,0.980213268366764,0.735893994616509,17463557,"chr6","+",129577893,129585827,22,"ENSMUST00000053708 // Klre1 // killer cell lectin-like receptor family E member 1 [Source:MGI Symbol;Acc:MGI:2662547] // --- // --- /// NM_153590.3 // Klre1 // Mus musculus killer cell lectin-like receptor family E member 1 (Klre1), mRNA. // --- // ---","ENSMUST00000053708 // ensGene // killer cell lectin-like receptor family E member 1 [Source:MGI Symbol;Acc:MGI:2662547] // chr6 // --- // --- // --- // --- // --- /// NM_153590.3 // blat // Mus musculus killer cell lectin-like receptor family E member 1 (Klre1), mRNA. // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"25",33834,17491896,-1.42693354753314,8.46670974083332,-5.25652688615986,0.00205826850646087,0.980417256862888,0.727473098358425,17491896,"chr7","-",66119303,66119403,9,"ENSMUST00000083866 // U6 // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // --- // ---","ENSMUST00000083866 // ensGene // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"26",10217,17261033,-0.914633299915948,4.35017882216617,-5.13929600002275,0.00230081583227976,0.980417256862888,0.721818584716738,17261033,"chr11","-",23479561,23479667,9,"ENSMUST00000083657 // U6 // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // --- // ---","ENSMUST00000083657 // ensGene // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"27",40746,17549562,-1.09779446392826,6.81475217825749,-5.10400164625812,0.00238010761853507,0.980417256862888,0.720059994250495,17549562,"gi377834395","+",1,986,25,"XR_142288.1 // Gm19269 // PREDICTED: Mus musculus predicted gene, 19269 (Gm19269), miscRNA. // --- // ---","XR_142288.1 // other // PREDICTED: Mus musculus predicted gene, 19269 (Gm19269), miscRNA. // gi377834395 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"28",40823,17549718,-1.09779446392826,6.81475217825749,-5.10400164625812,0.00238010761853507,0.980417256862888,0.720059994250495,17549718,"gi377835517","+",1,986,25,"XR_140881.1 // Gm19269 // PREDICTED: Mus musculus predicted gene, 19269 (Gm19269), miscRNA. // --- // ---","XR_140881.1 // other // PREDICTED: Mus musculus predicted gene, 19269 (Gm19269), miscRNA. // gi377835517 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"rescue"
"29",28419,17439865,-0.743355800347593,6.10972147836877,-5.08186962893098,0.00243141651146825,0.980417256862888,0.718943568412128,17439865,"chr5","+",104525735,104554211,22,"NR_030673.1 // D930016D06Rik // Mus musculus RIKEN cDNA D930016D06 gene (D930016D06Rik), non-coding RNA. // --- // --- /// ENSMUST00000170099 // D930016D06Rik // RIKEN cDNA D930016D06 gene [Source:MGI Symbol;Acc:MGI:2442700] // --- // --- /// ENSMUST00000166153 // D930016D06Rik // RIKEN cDNA D930016D06 gene [Source:MGI Symbol;Acc:MGI:2442700] // --- // ---","NR_030673.1 // blat // Mus musculus RIKEN cDNA D930016D06 gene (D930016D06Rik), non-coding RNA. // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000170099 // ensGene // RIKEN cDNA D930016D06 gene [Source:MGI Symbol;Acc:MGI:2442700] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000166153 // ensGene // RIKEN cDNA D930016D06 gene [Source:MGI Symbol;Acc:MGI:2442700] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"30",40158,17548319,-1.15134513111283,7.18273811720371,-5.06160003034621,0.00247951565127707,0.980417256862888,0.717911725266344,17548319,"chr4","+",141625732,141626227,16,"XR_140678.1 // LOC100862238 // PREDICTED: Mus musculus uncharacterized LOC100862238 (LOC100862238), miscRNA. // --- // ---","XR_140678.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862238 (LOC100862238), miscRNA. // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"31",26106,17415437,-1.71060969842422,5.012602947049,-5.03997725204938,0.00253202445153985,0.980417256862888,0.716801018873985,17415437,"chr4","+",94599356,94600319,8,"NM_001081019.1 // Gm12657 // Mus musculus predicted gene 12657 (Gm12657), mRNA. // --- // ---","NM_001081019.1 // blat // Mus musculus predicted gene 12657 (Gm12657), mRNA. // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"32",21868,17372810,-0.898342224547074,4.81300402155205,-5.03847037690054,0.00253573069337044,0.980417256862888,0.716723227801276,17372810,"chr2","+",86508461,86509402,10,"NM_146406.2 // Olfr1076 // Mus musculus olfactory receptor 1076 (Olfr1076), mRNA. // --- // --- /// ENSMUST00000076263 // Olfr1076 // olfactory receptor 1076 [Source:MGI Symbol;Acc:MGI:3030910] // --- // ---","NM_146406.2 // blat // Mus musculus olfactory receptor 1076 (Olfr1076), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000076263 // ensGene // olfactory receptor 1076 [Source:MGI Symbol;Acc:MGI:3030910] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"33",37341,17526657,-1.2096578033113,5.27943111432921,-4.97661499129502,0.00269333425598792,0.980417256862888,0.713485870523836,17526657,"chr9","-",46630113,46630219,4,"ENSMUST00000082739 // U6 // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // --- // ---","ENSMUST00000082739 // ensGene // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"34",14448,17300155,-1.28135928434603,7.84420557845981,-4.97649372642325,0.00269365399152604,0.980417256862888,0.71347943828113,17300155,"chr14","+",54168686,54168744,8,"ENSMUST00000103694 // Traj49 // T cell receptor alpha joining 49 [Source:MGI Symbol;Acc:MGI:4440527] // --- // ---","ENSMUST00000103694 // ensGene // T cell receptor alpha joining 49 [Source:MGI Symbol;Acc:MGI:4440527] // chr14 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"35",25595,17410537,-0.706665662228231,6.41151408968002,-4.97230984863553,0.0027047119968658,0.980417256862888,0.7132573058648,17410537,"chr3","-",135436220,135438665,24,"NR_030689.1 // 4930539J05Rik // Mus musculus RIKEN cDNA 4930539J05 gene (4930539J05Rik), non-coding RNA. // --- // --- /// ENSMUST00000169027 // 4930539J05Rik // RIKEN cDNA 4930539J05 gene [Source:MGI Symbol;Acc:MGI:1922477] // --- // ---","NR_030689.1 // blat // Mus musculus RIKEN cDNA 4930539J05 gene (4930539J05Rik), non-coding RNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000169027 // ensGene // RIKEN cDNA 4930539J05 gene [Source:MGI Symbol;Acc:MGI:1922477] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"36",11858,17278623,0.839824427982861,5.3010434002663,4.95169885106612,0.00275994652400108,0.980417256862888,0.712157109624493,17278623,"chr12","+",108836046,108837497,13,"XR_106745.1 // Gm19588 // PREDICTED: Mus musculus predicted gene, 19588 (Gm19588), miscRNA. // --- // --- /// XR_106477.1 // Gm19588 // PREDICTED: Mus musculus predicted gene, 19588 (Gm19588), miscRNA. // --- // ---","XR_106745.1 // blat // PREDICTED: Mus musculus predicted gene, 19588 (Gm19588), miscRNA. // chr12 // --- // --- // --- // --- // --- /// XR_106477.1 // blat // PREDICTED: Mus musculus predicted gene, 19588 (Gm19588), miscRNA. // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"37",40360,17548755,-1.51172408845113,4.8412088489498,-4.88400030360869,0.00295060408149803,0.994865964162296,0.708473214640095,17548755,"chr9","-",59904348,59905458,24,"XR_108101.1 // Gm20265 // PREDICTED: Mus musculus predicted gene, 20265 (Gm20265), miscRNA. // --- // --- /// XR_105272.1 // Gm20265 // PREDICTED: Mus musculus predicted gene, 20265 (Gm20265), miscRNA. // --- // ---","XR_108101.1 // blat // PREDICTED: Mus musculus predicted gene, 20265 (Gm20265), miscRNA. // chr9 // --- // --- // --- // --- // --- /// XR_105272.1 // blat // PREDICTED: Mus musculus predicted gene, 20265 (Gm20265), miscRNA. // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"38",28132,17437115,-1.67243872991589,5.09574748387748,-4.8707700429707,0.00298958925117953,0.994865964162296,0.707740481215267,17437115,"chr5","+",38546458,38546593,20,"ENSMUST00000082485 // U4 // U4 spliceosomal RNA  [Source:RFAM;Acc:RF00015] // --- // ---","ENSMUST00000082485 // ensGene // U4 spliceosomal RNA  [Source:RFAM;Acc:RF00015] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"39",23308,17387906,0.691753789993152,4.12425049165224,4.85645032267923,0.00303244592256794,0.994865964162296,0.706942619292029,17387906,"chr2","-",89156238,89157173,13,"ENSMUST00000099792 // Olfr1224-ps1 // olfactory receptor 1224, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031058] // --- // ---","ENSMUST00000099792 // ensGene // olfactory receptor 1224, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031058] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
"40",12653,17284650,0.729647851016624,5.06241114932123,4.83598398991551,0.00309491592101662,0.994865964162296,0.70579356551218,17284650,"chr12","-",115861867,115862160,8,"ENSMUST00000170551 // Ighv1-77 // immunoglobulin heavy variable 1-77 [Source:MGI Symbol;Acc:MGI:4439670] // --- // ---","ENSMUST00000170551 // ensGene // immunoglobulin heavy variable 1-77 [Source:MGI Symbol;Acc:MGI:4439670] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",3,"main"
"41",25418,17408444,0.841041775307593,5.92354901112168,4.82245989274947,0.00313699809576696,0.994865964162296,0.705028599098924,17408444,"chr3","-",100938860,100969663,20,"NM_001013026.2 // Ttf2 // Mus musculus transcription termination factor, RNA polymerase II (Ttf2), mRNA. // --- // --- /// ENSMUST00000076941 // Ttf2 // transcription termination factor, RNA polymerase II [Source:MGI Symbol;Acc:MGI:1921294] // --- // --- /// ENSMUST00000151697 // Ttf2 // transcription termination factor, RNA polymerase II [Source:MGI Symbol;Acc:MGI:1921294] // --- // ---","NM_001013026.2 // blat // Mus musculus transcription termination factor, RNA polymerase II (Ttf2), mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000076941 // ensGene // transcription termination factor, RNA polymerase II [Source:MGI Symbol;Acc:MGI:1921294] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000151697 // ensGene // transcription termination factor, RNA polymerase II [Source:MGI Symbol;Acc:MGI:1921294] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---",1,"main"
